-0.000804 -0.000001 1.570065 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.004823 -0.000004 1.570044 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.008842 -0.000007 1.570022 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.012861 -0.000010 1.570018 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.016880 -0.000013 1.570022 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.020900 -0.000016 1.570025 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.024919 -0.000019 1.570026 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.028938 -0.000022 1.570026 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.032957 -0.000026 1.570025 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.036976 -0.000029 1.570023 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.040995 -0.000032 1.570021 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.045014 -0.000035 1.570018 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.049034 -0.000038 1.570015 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.053053 -0.000041 1.570012 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.057072 -0.000044 1.570009 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.061091 -0.000047 1.570007 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.065110 -0.000050 1.570005 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.069129 -0.000054 1.570003 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.073148 -0.000057 1.570001 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.077167 -0.000060 1.570000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
